'2021-01-19T00:13:21.555Z','info','griddersetup','process$','initilizing process','undefined'
'2021-01-19T00:13:21.564Z','info','griddersetup','process$','initilizing process','undefined'
'2021-01-19T00:13:21.567Z','info','griddersetup','process$','initilizing process','undefined'
'2021-01-19T00:13:21.570Z','info','griddersetup','process$','initilizing process','undefined'
'2021-01-19T00:13:21.575Z','info','griddersetup','process$','initilizing process','undefined'
'2021-01-19T00:13:21.592Z','info','gridder','process$','connected with Cell PG at cell-db-postgis-dev','undefined'
'2021-01-19T00:13:21.600Z','info','gridder','process$','connected with Cell PG at cell-db-postgis-dev','undefined'
'2021-01-19T00:13:21.612Z','info','griddersetup','process$','connected with source PG at 37north.io','undefined'
'2021-01-19T00:13:21.615Z','info','gridder','process$','connected with Cell PG at cell-db-postgis-dev','undefined'
'2021-01-19T00:13:21.624Z','info','griddersetup','process$','connected with source PG at 37north.io','undefined'
'2021-01-19T00:13:21.696Z','info','griddersetup','process$','connected with source PG at 37north.io','undefined'
'2021-01-19T00:13:21.698Z','info','gridder','process$','connected with Cell PG at cell-db-postgis-dev','undefined'
'2021-01-19T00:13:21.737Z','info','griddersetup','process$','connected with source PG at 37north.io','undefined'
'2021-01-19T00:13:21.741Z','info','gridder','process$','connected with Cell PG at cell-db-postgis-dev','undefined'
'2021-01-19T00:13:21.784Z','info','griddersetup','process$','connected with source PG at 37north.io','undefined'
'2021-01-19T00:13:21.849Z','info','griddersetup','process$','added objects to the DB','undefined'
'2021-01-19T00:13:22.205Z','info','griddersetup','process$','GridderTask set up','undefined'
'2021-01-19T00:13:29.310Z','error','griddersetup','process$','error adding source connection: RxPg ORM n pgInsert$ method params [cellRawData,Cell Raw Data,Connection to Cell Raw Data database to consume original data vectors.,griddersetup,cell_raw_data,37north.io,200,10,3j329fjvkd2345-:k342ju,5632,postgres] duplicated: duplicate key value violates unique constraint "pg_connection_pkey"','undefined'
'2021-01-19T00:13:29.316Z','error','griddersetup','process$','error adding grid: RxPg ORM l pgInsert$ method params [eu-grid,eu-grid,A grid based on the official EU one,3035,2700000,1500000,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]] duplicated: duplicate key value violates unique constraint "grid_pkey"','undefined'
'2021-01-19T00:13:29.316Z','info','griddersetup','process$','added objects to the DB','undefined'
'2021-01-19T00:13:30.876Z','info','griddersetup','process$','GridderTask set up','undefined'
'2021-01-19T00:13:39.312Z','error','griddersetup','process$','error adding grid: RxPg ORM l pgInsert$ method params [eu-grid,eu-grid,A grid based on the official EU one,3035,2700000,1500000,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]] duplicated: duplicate key value violates unique constraint "grid_pkey"','undefined'
'2021-01-19T00:13:39.312Z','error','griddersetup','process$','error adding source connection: RxPg ORM n pgInsert$ method params [cellRawData,Cell Raw Data,Connection to Cell Raw Data database to consume original data vectors.,griddersetup,cell_raw_data,37north.io,200,10,3j329fjvkd2345-:k342ju,5632,postgres] duplicated: duplicate key value violates unique constraint "pg_connection_pkey"','undefined'
'2021-01-19T00:13:39.314Z','info','griddersetup','process$','added objects to the DB','undefined'
'2021-01-19T00:13:39.550Z','info','griddersetup','process$','GridderTask set up','undefined'
'2021-01-19T00:13:44.896Z','error','griddersetup','process$','error adding source connection: RxPg ORM n pgInsert$ method params [cellRawData,Cell Raw Data,Connection to Cell Raw Data database to consume original data vectors.,griddersetup,cell_raw_data,37north.io,200,10,3j329fjvkd2345-:k342ju,5632,postgres] duplicated: duplicate key value violates unique constraint "pg_connection_pkey"','undefined'
'2021-01-19T00:13:44.897Z','error','griddersetup','process$','error adding grid: RxPg ORM l pgInsert$ method params [eu-grid,eu-grid,A grid based on the official EU one,3035,2700000,1500000,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]] duplicated: duplicate key value violates unique constraint "grid_pkey"','undefined'
'2021-01-19T00:13:44.897Z','info','griddersetup','process$','added objects to the DB','undefined'
'2021-01-19T00:13:44.902Z','info','griddersetup','process$','GridderTask set up','undefined'
'2021-01-19T00:14:00.105Z','error','griddersetup','process$','error adding source connection: RxPg ORM n pgInsert$ method params [cellRawData,Cell Raw Data,Connection to Cell Raw Data database to consume original data vectors.,griddersetup,cell_raw_data,37north.io,200,10,3j329fjvkd2345-:k342ju,5632,postgres] duplicated: duplicate key value violates unique constraint "pg_connection_pkey"','undefined'
'2021-01-19T00:14:00.106Z','error','griddersetup','process$','error adding grid: RxPg ORM l pgInsert$ method params [eu-grid,eu-grid,A grid based on the official EU one,3035,2700000,1500000,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]] duplicated: duplicate key value violates unique constraint "grid_pkey"','undefined'
'2021-01-19T00:14:00.106Z','info','griddersetup','process$','added objects to the DB','undefined'
'2021-01-19T00:14:00.110Z','info','griddersetup','process$','GridderTask set up','undefined'
